customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6003-QSVHB,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.13,290.69,No
2688-SUJBY,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,91.52,3056.29,No
2545-FIGUD,Female,1,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,87.05,1108.7,No
1346-LFTFT,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),92.42,3029.01,No
1370-VCDJO,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.16,471.17,No
3574-UZEOI,Female,0,No,No,14,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.45,1079.96,Yes
4888-GMWJL,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.83,562.88,Yes
9986-TZCPU,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.72,460.62,Yes
7420-VVKSA,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,845.95,No
7193-LPHRH,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.86,490.88,Yes
9253-OIHTX,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.15,1543.88,Yes
5216-RCUVD,Female,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,66.08,1982.69,Yes
1945-EQVNX,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.19,232.91,No
9522-UOHGN,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.63,486.22,No
1343-SOBMP,Female,0,No,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.84,1017.89,No
4968-RFUNQ,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.06,1692.75,Yes
1038-VCXAJ,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,47.87,428.54,Yes
3498-PFUOW,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1312.53,No
4476-KBYGR,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),52.92,91.61,No
7772-ZSQHZ,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.34,1472.58,Yes
7517-XIMHH,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,76.62,1808.98,No
3270-SWMQD,Female,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.44,1268.8,Yes
8552-GKOZX,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.53,1022.63,No
4145-TDGRE,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,118.75,826.27,No
7814-VYTFE,Male,1,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.95,324.39,No
9195-UHXEP,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,64.55,1019.7,No
5065-LSNRT,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,77.29,1833.62,No
3354-YACPK,Female,0,No,No,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,58.33,1076.62,No
9645-BMBTD,Female,0,No,No,49,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),79.43,3877.07,Yes
9936-AWZMI,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,61.64,481.61,No
7027-MPRWR,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),56.76,931.87,No
6378-XRKZM,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.43,793.13,No
7388-JAGQG,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),65.09,1666.53,Yes
2159-JVMGM,Male,1,No,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),87.09,5029.93,Yes
1186-IGBUX,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.2,620.35,No
8332-KRJWM,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.24,192.97,No
4544-RJVET,Female,0,No,No,53,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,74.2,3932.25,No
1672-HJIJV,Female,0,No,No,49,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.72,3011.97,No
9798-ELGBO,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.84,2270.14,Yes
8521-ARCQN,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),72.45,5256.01,No
2233-COTAB,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),69.28,1813.47,No
9902-TCJAR,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.2,2108.04,Yes
3502-TCZXO,Male,1,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.83,1133.4,No
6425-ZGIYE,Female,1,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.96,3208.27,Yes
9364-IKYQV,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.34,753.9,No
8240-XIKXI,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.1,84.86,No
2311-NYSKN,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,120.34,No
7988-BOAOQ,Male,1,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,77.13,481.06,Yes
6492-ZKCJF,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.14,1744.32,Yes
2538-OIWCI,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.65,1311.31,No
3465-UATYO,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,92.7,6722.81,No
2846-FVNPD,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.52,4510.53,Yes
6911-KUXDG,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,64.8,4439.72,No
1089-CSWEB,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.77,998.88,Yes
1911-HXSYQ,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.21,2117.44,Yes
2786-TVPKK,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.48,124.36,No
4319-WUWNR,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,75.25,2419.62,Yes
6008-QDURY,Female,0,No,Yes,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),68.02,1222.86,Yes
6482-MMWRK,Female,1,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,85.64,357.98,Yes
8857-GTVSR,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.29,856.57,No
7453-MEQIP,Female,0,No,Yes,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,74.64,973.92,Yes
3509-FLDIE,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),60.58,1375.99,No
3056-XBUHL,Female,0,No,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.69,311.16,No
2298-HBYWD,Female,1,Yes,Yes,39,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,60.59,2357.57,No
6689-GSQMJ,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.41,1919.98,Yes
8842-THJIQ,Female,1,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.61,467.96,No
8013-DVUPG,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.69,1518.52,Yes
3742-KVJOR,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,56.13,969.47,No
4631-XWBKE,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.74,850.15,No
2450-MFBZP,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.09,376.19,No
7993-YDDTD,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,1332.65,No
9606-SPXST,Female,1,Yes,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),82.28,4493.83,Yes
3893-VDCGT,Male,1,No,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),90.24,6503.75,No
9633-QDATY,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,68.81,1847.96,No
1925-WNADB,Female,1,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),84.21,4771.8,No
2232-SKHOB,Female,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.83,773.61,Yes
5849-DUXBG,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.44,621.14,Yes
2190-QXEAI,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.0,1693.82,No
8388-PESNR,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.96,2717.89,Yes
5388-WEUSM,Female,0,Yes,No,61,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.58,4306.16,No
7211-JQUQO,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.87,447.29,No
6563-CYTEE,Female,1,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,375.19,No
8885-AAPOY,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.62,3969.44,Yes
7781-NWDJE,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,103.98,7521.87,No
3013-MBWVM,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.47,873.07,No
3251-EMNLZ,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.53,2838.74,No
7343-PGBXQ,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,66.1,3716.97,No
6637-HPWFE,Female,0,Yes,No,53,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),46.8,2489.59,No
1607-MNUGN,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,870.02,No
7480-RVYQH,Female,0,Yes,Yes,54,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,67.32,3598.99,Yes
7430-GDTTC,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.17,788.67,No
1517-FLHZN,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),101.42,7322.5,No
9145-GEIIJ,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,78.48,564.47,No
3250-UURBQ,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.94,3177.21,No
4190-FRDCC,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,104.94,1480.31,No
1125-OISQQ,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.61,578.73,Yes
2908-TZRME,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.14,494.5,Yes
3929-JUNIJ,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,60.76,1126.2,No
6010-IRANW,Female,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,392.45,Yes
5884-QUWUY,Female,1,Yes,No,37,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.52,2310.19,No
1069-OYOGK,Male,0,No,Yes,17,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),69.98,1170.84,Yes
6887-LLTDE,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.57,1515.57,Yes
6302-PBICK,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,86.31,3970.74,No
5623-JCNKH,Male,1,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,1619.26,No
4594-GINJD,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.92,1530.16,Yes
9302-FQUBS,Female,0,No,No,69,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,61.18,4241.2,No
8534-CTQVY,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.26,3159.6,Yes
7535-RGMFI,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.48,6024.19,No
7478-MTOIH,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.33,589.96,No
6867-LFIXT,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,66.11,1404.6,No
8153-CLDSS,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,76.79,1876.73,Yes
1183-TKWOA,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,604.65,No
9925-AXNNK,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,66.05,1851.6,No
7442-YXHNW,Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.59,546.1,No
5687-PSAGT,Male,0,No,No,44,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.53,3164.04,No
6103-CLTSM,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),82.24,1413.02,Yes
3734-SBJYF,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,63.16,1972.3,No
4842-BERIG,Male,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,130.12,Yes
6544-XOSLJ,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,82.5,2152.71,No
4935-IBDAT,Female,1,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.37,481.1,No
8652-CDMNK,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.7,394.33,No
5042-KRAWK,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,69.37,723.6,No
5814-DYAIN,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,64.26,1036.47,Yes
5529-MIFXJ,Male,1,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,653.86,No
7082-GLTGY,Female,1,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.98,945.6,No
3855-HWSNA,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.16,114.9,No
5469-OJTRJ,Male,0,No,Yes,41,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),71.45,2922.41,No
1788-GXTOF,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.79,5229.03,Yes
8272-OWNZU,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,78.43,1151.49,Yes
1602-GESND,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),78.1,5646.08,Yes
4997-FGNAS,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,70.46,No
8682-EOHAQ,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),71.44,2794.24,No
1190-ULMJC,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.63,287.06,No
7495-THDLF,Female,1,Yes,Yes,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.31,3877.55,No
8425-KUOTG,Female,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.75,496.19,Yes
5003-NUPVE,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,89.87,1414.32,Yes
1243-LDJFI,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,68.35, ,Yes
3152-DQNVR,Male,0,Yes,Yes,49,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),69.42,3397.7,Yes
5772-CJQBG,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.67,3753.13,Yes
8492-YVQVR,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.83,1381.05,No
1519-JGLJZ,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.24,2682.42,Yes
4547-VUYFL,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.81,1515.26,Yes
5649-ARCAS,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.95,1310.02,Yes
